,Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,msd_track_id
1753,1753,3195,7nW4aS5AeIP0jfoY8ZvlsL,Evanescence,Kick It,Bring Me To Life,0,235893,False,0.318,0.943,4,-3.188,0,0.107,0.00721,2.06e-06,0.242,0.298,189.985,4,alternative,TRQZILP128F92F6E61
1761,1761,3201,0COqiPhxzoWICwFCS4eZcp,Evanescence,Fallen,Bring Me To Life,82,235893,False,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,4,alternative,TRQZILP128F92F6E61
1769,1769,3262,3K4HG9evC7dg3N0R9cYqk4,Linkin Park,Hybrid Theory (Bonus Edition),One Step Closer,78,157333,False,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,4,alternative,TRNFKIB128F93333A1
1778,1778,3277,3mHSlJiqWCut98cVJYQyCn,Counting Crows,Hits Pop Rock 90's,Mr. Jones,1,272733,False,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,alternative,TRANKTK128E07921D9
1782,1782,3325,1QHqRD65S2q7STSmrxTU3Y,Kid Rock,Feeling Good,All Summer Long,0,297586,False,0.701,0.865,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.88,102.998,4,alternative,TRPUBKO128F933CA62
1786,1786,3506,0q6LuUqGLUiCPP1cbdwFs3,Gorillaz,Plastic Beach,On Melancholy Hill,78,233866,False,0.689,0.739,2,-5.81,1,0.026,1.51e-05,0.509,0.064,0.578,120.423,4,alternative,TRNUMRY12903CB6530
1787,1787,3716,1VNWaY3uNfoeWqb5U8x2QX,System Of A Down,Hypnotize,Lonely Day,75,167906,False,0.47,0.796,8,-3.277,0,0.0336,0.362,1.1e-06,0.133,0.215,113.108,3,alternative,TRJQIVI12903CBB562
1791,1791,3718,4e9eGQYsOiBcftrWXwsVco,System Of A Down,Toxicity,Aerials,77,235053,False,0.364,0.922,0,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,4,alternative,TRYALRP128F92F521E
1795,1795,3760,1MTQHCpraD4S8g5PAFKzoj,Limp Bizkit,Results May Vary,Behind Blue Eyes,74,269973,False,0.595,0.489,7,-6.66,1,0.0271,0.497,0.0,0.119,0.0902,120.315,4,alternative,TRKTVEA128F4259640
1804,1804,3867,0EYOdF5FCkgOJJla8DI2Md,System Of A Down,Mezmerize,B.Y.O.B.,77,255466,True,0.538,0.981,1,-2.688,0,0.14,0.00662,0.0,0.219,0.711,101.414,4,alternative,TRDBEXV128F42A4ABC
1808,1808,4035,3weNRklVDqb4Rr5MhKBR3D,Ludovico Einaudi,Una Mattina,Nuvole Bianche,73,357706,False,0.191,0.0582,8,-25.398,1,0.0578,0.961,0.89,0.0941,0.0454,132.614,1,ambient,TRJUQSQ128F92F0715
1812,1812,4078,0Vg21uhtzHXxfJTsLRGgaG,Ludovico Einaudi;Ana & Sven,Nuvole Bianche,Nuvole Bianche,0,320000,False,0.317,0.161,8,-17.203,1,0.0374,0.916,0.881,0.0979,0.0545,118.162,3,ambient,TRJUQSQ128F92F0715
1816,1816,4079,6KpO4neDXxGdiEgsivZieY,Ludovico Einaudi;Robert Ziegler;Royal Philharmonic Orchestra,Divenire (Deluxe Edition),Divenire,58,402240,False,0.14,0.217,7,-15.304,1,0.0352,0.909,0.855,0.0689,0.078,88.381,4,ambient,TRSQIJW128F14A2CBF
1820,1820,4215,62Da3JOu9H9EIgmqV7DoLG,Clint Mansell;Kronos Quartet,Requiem for a Dream / OST,Lux Aeterna,53,234400,False,0.38,0.246,7,-13.955,0,0.0329,0.872,0.905,0.084,0.0573,133.805,4,ambient,TRIOKLB128F9336F2B
1824,1824,4345,3uuXITRf0o9WApETIMyjhj,Ludovico Einaudi;Robert Ziegler;Royal Philharmonic Orchestra,Islands - Essential Einaudi,Divenire,55,402466,False,0.139,0.215,7,-15.301,1,0.0352,0.912,0.864,0.0775,0.075,88.27,4,ambient,TRSQIJW128F14A2CBF
1825,1825,4444,39H9bPCzk6wowylEGgDCNC,Ludovico Einaudi;Robert Ziegler;Royal Philharmonic Orchestra,Divenire,Divenire,42,402240,False,0.14,0.217,7,-15.304,1,0.0352,0.909,0.855,0.0689,0.078,88.381,4,ambient,TRSQIJW128F14A2CBF
1826,1826,4675,0NLinDVPDkD2OCCqhh6PZ5,Gustavo Santaolalla,Brokeback Mountain Soundtrack,The Wings,36,112546,False,0.525,0.0406,0,-16.14,1,0.0413,0.557,0.964,0.118,0.31,88.027,3,ambient,TRCWDFK128F1455A59
1827,1827,4746,4XmCzeLAaBZvAKhX9tgTVo,Ludovico Einaudi,Una Mattina,Dietro Casa,54,229826,False,0.401,0.0949,8,-28.822,1,0.0583,0.985,0.883,0.0995,0.0293,103.858,4,ambient,TRLFQEM128F92F070A
1828,1828,6130,36S1oN1QYAD564hsE1Xkyi,Moonspell,Irreligious,Herr Spiegelmann,22,275066,False,0.258,0.564,4,-9.345,0,0.0467,0.000628,0.583,0.17,0.037,114.917,4,black-metal,TRNZPEB12903CF88EC
1836,1836,6150,3867OELXCNpXgtLMPRRlNd,Venom,In League With Satan,Black Metal,10,224160,False,0.265,0.756,1,-12.136,1,0.0571,0.000939,1.32e-05,0.201,0.444,80.076,4,black-metal,TRBXDOM128F9323354
1837,1837,6252,7IikbYJuxnILUaytiJ6KXY,Immortal,Sons of Northern Darkness,Tyrants,44,376906,False,0.383,0.771,2,-7.227,1,0.0415,6.99e-06,0.703,0.136,0.246,90.142,4,black-metal,TRBYTSU128F4253708
1838,1838,6302,5IZHpZCVn1GnoPlODpsfmx,Burzum,Det Som Engang Var,Lost Wisdom,43,278173,False,0.235,0.71,4,-7.075,0,0.0535,0.000242,0.806,0.0642,0.182,134.746,4,black-metal,TRPIMUT128F92D32E3
1839,1839,6407,1qPAjsTdQisXGW5BJud7im,Borknagar,The Archaic Course,Oceans Rise,18,327760,False,0.154,0.922,9,-5.782,0,0.0879,0.000202,0.122,0.118,0.196,150.399,4,black-metal,TRCXTHG12903CF8C70
1840,1840,6424,0wl6Ojj7euPLNxcxH4v29K,Cradle Of Filth,Lovecraft & Witch Hearts,Sodomy & Lust,18,282800,False,0.263,0.964,2,-3.023,1,0.0906,0.000101,0.00482,0.559,0.178,118.174,4,black-metal,TRTXPIN128F4259F77
1841,1841,6711,1JEbu4sbfwNnjetAaaYGmU,Dimmu Borgir,In Sorte Diaboli,The Serpentine Offering,44,309213,False,0.135,0.964,7,-3.492,0,0.113,3.18e-05,0.0297,0.0731,0.0799,154.486,3,black-metal,TRMVFPU128F42AA88C
1842,1842,7003,6HveTIMynTMzTc5L0TcS20,Alison Krauss & Union Station,Now That I've Found You: A Collection,When You Say Nothing At All,64,260800,False,0.514,0.243,3,-12.348,1,0.0288,0.752,0.00054,0.0822,0.388,171.816,4,bluegrass,TRAUWUX128F92FE41C
1844,1844,7100,7rVp7JknHf1lmd7ay6n0RR,John Berry,John Berry,Your Love Amazes Me,54,233906,False,0.589,0.382,10,-12.332,1,0.0249,0.402,1.23e-06,0.116,0.218,75.497,4,bluegrass,TRZFZDC128F9341F98
1846,1846,7102,46LI9mnlQ8fJHH47ioBubg,Alison Krauss & Union Station,A Tribute Album,When You Say Nothing At All,57,261120,False,0.509,0.242,3,-13.353,1,0.0291,0.714,0.000365,0.127,0.448,169.642,4,bluegrass,TRAUWUX128F92FE41C
1848,1848,7162,1dUnlxfjj3PGcHTCiYvZf1,Blue Highway,Still Climbing Mountains,Union Man,26,214840,False,0.553,0.567,0,-7.814,1,0.0294,0.262,5.69e-05,0.143,0.404,122.828,4,bluegrass,TRWIJZT128F92D7390
1849,1849,7207,7MdoheA6np37rjQOG42SYF,Alison Krauss;John Waite,A Hundred Miles Or More: A Collection,Missing You,53,281306,False,0.598,0.736,11,-6.536,1,0.0238,0.00167,0.00179,0.194,0.418,103.233,4,bluegrass,TRTSQLA12903D0737C
1852,1852,8004,6zC0mpGYwbNTpk9SKwh08f,Eric Clapton,Slowhand 35th Anniversary (Super Deluxe),Wonderful Tonight,76,225026,False,0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542,4,blues,TREBNEA128F4286897
1860,1860,8008,7ho8AmAGyByBomWJPwThKX,Lynyrd Skynyrd,Sweet Home Alabama,Sweet Home Alabama,2,285373,False,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,blues,TRFKBGQ12903CA1463
1869,1869,8009,1AO5q3PNXDWNwgern0S2zt,Lynyrd Skynyrd,70s Christmas Party,Sweet Home Alabama,0,285373,False,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,blues,TRFKBGQ12903CA1463
1885,1885,8010,1GQMpacZAFmsYYmkT87gUw,ZZ Top,Timeless Rock Hits,Rough Boy,1,287426,False,0.419,0.737,9,-7.09,1,0.0364,0.204,0.00716,0.24,0.595,157.991,4,blues,TRFLNKF128F92FD8F5
1901,1901,8042,2Ok3RB6OuSkV140AgyCuqd,Lynyrd Skynyrd,Rock Workout 2023,Sweet Home Alabama,1,285373,False,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,blues,TRFKBGQ12903CA1463
1917,1917,8048,1gJrH78tBc0ymRXZiizxKx,Lynyrd Skynyrd,Best 70s Rock Tunes,Sweet Home Alabama,1,285373,False,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,blues,TRFKBGQ12903CA1463
1933,1933,8049,6fsHeJsRAscaPO6Wi8zwTX,Lynyrd Skynyrd,Best 70s Rock Tunes,Sweet Home Alabama,0,285373,False,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,blues,TRFKBGQ12903CA1463
1949,1949,8158,4HURIP867U6Bllu0fa4ypq,Etta James,Desayuno en calma,At Last,0,182533,False,0.169,0.347,10,-8.785,1,0.0309,0.692,0.000432,0.337,0.256,176.118,3,blues,TRLBPLO128E078987F
1967,1967,8159,7mULdwxJbL0Pl7yvrACd2X,Etta James,Christmas time but not Christmas songs 2022,At Last,0,182533,False,0.169,0.347,10,-8.785,1,0.0309,0.692,0.000432,0.337,0.256,176.118,3,blues,TRLBPLO128E078987F
1985,1985,8193,0OxDGZakSMFjEHSoQHEjfy,Deep Purple,80s Bangers Vol. 2,Perfect Strangers,1,328426,False,0.521,0.72,2,-7.699,1,0.0254,0.00352,0.0114,0.391,0.609,97.577,4,blues,TRJTDZJ128F42BCD0A
2001,2001,8201,7e89621JPkKaeDSTQ3avtg,Lynyrd Skynyrd,Second Helping (Expanded Edition),Sweet Home Alabama,81,283800,True,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,4,blues,TRFKBGQ12903CA1463
2010,2010,8224,0e5LcankE0UyJUuCoq1uH2,Steve Miller Band,Fishing Music,The Joker,0,264503,False,0.596,0.448,5,-9.616,1,0.0396,0.365,5.22e-06,0.207,0.796,83.293,4,blues,TRAPHVG128F14595A7
2059,2059,8238,3Tviam5oCERry9r8al76RJ,Joe Cocker,(60's) Sixties Collected Volume 2,Delta Lady,0,169680,False,0.461,0.663,0,-9.278,1,0.0869,0.39,0.0,0.422,0.769,135.35,4,blues,TRTYYAT128F145D6EF
2060,2060,8243,14ZoSQzMmy8LwCmCt7NynJ,Steve Miller Band,Halloween Songs | Witches Hour,Abracadabra,2,308373,False,0.791,0.534,9,-13.261,0,0.0355,0.0749,1.99e-06,0.156,0.963,127.488,4,blues,TRHRMNF128F14595A9
2132,2132,8244,2KM8qFw8vlV0m0HFBBoNxm,Steve Miller Band,Halloween Party 2022,Abracadabra,0,308373,False,0.791,0.534,9,-13.261,0,0.0355,0.0749,1.99e-06,0.156,0.963,127.488,4,blues,TRHRMNF128F14595A9
2204,2204,8248,0hEiyrHSHFJ6ElC5xGpyEB,Steve Miller Band,Happy Haunted Halloween Tunes,Abracadabra,2,308373,False,0.791,0.534,9,-13.261,0,0.0355,0.0749,1.99e-06,0.156,0.963,127.488,4,blues,TRHRMNF128F14595A9
2276,2276,8254,5EWPGh7jbTNO2wakv8LjUI,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,Free Bird,77,547106,False,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,4,blues,TRHWANA128F93173FC
2294,2294,8261,2udGjDmpK1dH9VGyw7nrei,Eric Clapton,Slowhand 35th Anniversary,Cocaine,69,221640,False,0.699,0.502,9,-12.526,1,0.0278,0.0607,0.0337,0.317,0.676,105.267,4,blues,TRGOYPW128E0792E37
2295,2295,8285,3tI3SEykqxq2ielVBTWkpo,Thin Lizzy,70s Christmas Party,The Boys Are Back In Town,0,263146,False,0.457,0.87,8,-4.906,1,0.0711,0.292,1.67e-06,0.117,0.694,81.095,4,blues,TRGNEGQ128F4277112
2331,2331,8296,0cqSyvAg0a9qpcdHjSX2qw,Cream,Fiesta temática 60s,Sunshine Of Your Love,0,250240,False,0.683,0.522,2,-11.117,1,0.0377,0.507,0.000137,0.121,0.764,115.072,4,blues,TRWOMMO128E07944B2
2379,2379,8297,6AJrjScRxKAzfImtWbCIaM,Thin Lizzy,Rock Workout 2023,The Boys Are Back In Town,0,263146,False,0.457,0.87,8,-4.906,1,0.0711,0.292,1.67e-06,0.117,0.694,81.095,4,blues,TRGNEGQ128F4277112
2415,2415,8298,6S0Vwp6CA0rLVdP7Zi3fOF,Free,On air 70's Hits,All Right Now,0,338426,False,0.785,0.481,2,-11.323,1,0.101,0.0062,2.38e-06,0.122,0.77,119.937,4,blues,TROXTOO12903CA143E
2565,2565,8304,4Hhv2vrOTy89HFRcjU3QOx,Etta James,At Last!,At Last,75,179693,False,0.274,0.348,5,-8.631,1,0.0293,0.547,0.0133,0.334,0.328,87.43,3,blues,TRLBPLO128E078987F
2583,2583,8308,0cKk8BKEi7zXbdrYdyqBP5,The Who,Who's Next (Deluxe Edition),Behind Blue Eyes,71,221426,False,0.394,0.622,4,-8.258,0,0.0336,0.213,4.45e-05,0.0892,0.342,126.844,4,blues,TREJYCL128E078EF73
2599,2599,8314,63OFKbMaZSDZ4wtesuuq6f,Steppenwolf,Steppenwolf,Born To Be Wild,73,210373,False,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,4,blues,TREAYWA128F1485D7B
2671,2671,8321,7rnDZfdq7rNyAWLCQ9vpLv,10cc,On air 70's Hits,The Things We Do For Love,0,213066,False,0.437,0.557,1,-8.487,1,0.102,0.33,0.0,0.248,0.683,161.412,3,blues,TRSOQEZ128F14637D4
2687,2687,8323,4OIRWMwEHR6oCU7g1QgK0n,Robert Palmer;Eric 'ET' Thorngren,Fiesta temática 80s,Addicted To Love,0,359706,False,0.669,0.81,2,-6.854,1,0.0341,0.408,8.58e-06,0.0614,0.966,111.58,4,blues,TRMVKSL128F14640E0
2712,2712,8369,43DeSV93pJPT4lCZaWZ6b1,Thin Lizzy,Jailbreak (Deluxe Edition),The Boys Are Back In Town,76,266720,False,0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,4,blues,TRGNEGQ128F4277112
2748,2748,8389,3dAiWRwZXd8pEOhItkkZXb,Bachman-Turner Overdrive,Fiesta temática 70s,Hey You,0,210893,False,0.491,0.849,9,-5.188,1,0.0309,0.0526,0.0094,0.274,0.932,118.161,4,blues,TRFTTPU128F425C803
2820,2820,8401,4wASBXZ15QVnypp0SY8Jhm,Al Green,Let's Stay Together,Let's Stay Together,31,199396,False,0.756,0.401,7,-10.7,0,0.0529,0.587,0.0114,0.0541,0.52,101.976,4,blues,TREKJHD128F92D11CB
2824,2824,8413,4NQfrmGs9iQXVQI9IpRhjM,B.B. King,Completely Well,The Thrill Is Gone,62,324733,False,0.547,0.46,11,-8.759,0,0.0256,0.344,0.442,0.0983,0.543,90.768,4,blues,TRTBXAG128F1484C94
2828,2828,8414,6txWz9UapYHVxEd7dDIHXT,Blind Melon,Blind Melon,No Rain,76,217106,False,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,4,blues,TRSBBOA128F145B794
2837,2837,8415,3cg0dJfrQB66Qf2YthPb6G,B.B. King;Tracy Chapman,Deuces Wild,The Thrill Is Gone,64,301133,False,0.692,0.493,9,-9.662,0,0.0325,0.0934,0.00166,0.128,0.28,86.644,4,blues,TRTBXAG128F1484C94
2838,2838,8426,3Xls4cNOwy01dtrNXb1inG,Cream,Wheels Of Fire,White Room,70,298333,False,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,4,blues,TRLAWLZ128E07890D4
2847,2847,8430,1gcESexgftSuLuML57Y69q,Free,Fire And Water,All Right Now,73,330643,False,0.787,0.472,2,-12.824,1,0.0832,0.221,0.000336,0.153,0.824,120.059,4,blues,TROXTOO12903CA143E
2901,2901,8438,4ggwK5lXtlTT7lKJeeEnxf,Joe Walsh,(70's) Seventies Collected Volume 2,Rocky Mountain Way,0,316066,False,0.449,0.571,4,-7.119,1,0.0492,0.00604,0.701,0.0748,0.448,84.807,4,blues,TRNIQCP128F4272AEC
2917,2917,8452,0QGwOFQChzflLAmPq5NwKo,Dion & The Belmonts,Presenting Dion And The Belmonts,A Teenager In Love,61,158253,False,0.555,0.377,1,-9.123,1,0.0295,0.671,0.0,0.128,0.619,78.986,4,blues,TRIKLPV12903CB39CD
2965,2965,8473,6y20BV5L33R8YXM0YuI38N,Queens of the Stone Age,Songs For The Deaf,No One Knows,72,278746,False,0.509,0.584,0,-4.907,1,0.057,0.0368,9.96e-05,0.384,0.685,170.411,4,blues,TRHWABU128F1455993
2974,2974,8482,2K2M0TcglCRLLpFOzKeFZA,Cream,Disraeli Gears (Deluxe Edition),Sunshine Of Your Love,71,250400,False,0.683,0.594,2,-8.289,1,0.0347,0.385,8.61e-05,0.121,0.734,115.099,4,blues,TRWOMMO128E07944B2
3001,3001,8483,2JhJOPGvtqMpj5RQC8cIYf,Deep Purple,Perfect Strangers,Perfect Strangers,66,328426,False,0.521,0.721,2,-7.699,1,0.0254,0.00348,0.0113,0.391,0.611,97.578,4,blues,TRJTDZJ128F42BCD0A
3017,3017,8515,6QLspHLCLftSGPa6vNzKuo,Status Quo,In The Army Now,In The Army Now,65,281746,False,0.686,0.722,9,-7.094,0,0.0233,0.101,3.37e-06,0.11,0.904,104.665,4,blues,TRMMDLW128F1471733
3026,3026,8539,6xq5DxZWGgdStAxGAil0yw,Rainbow,Down To Earth,Since You Been Gone,68,197160,False,0.733,0.726,7,-6.514,1,0.0371,0.379,2.58e-06,0.471,0.915,120.814,4,blues,TRSJGUU128E0784807
3038,3038,8562,7FtRUrOEDUHTvenvp1BqZo,Rainbow,Ritchie Blackmore's Rainbow,Catch The Rainbow,58,396466,False,0.32,0.412,4,-12.75,0,0.0316,0.188,0.0339,0.0644,0.282,132.986,4,blues,TRBQWGI128E0793D38
3042,3042,8565,69uJi5QsBtqlYkGURTBli8,Bonnie Raitt,Luck Of The Draw,I Can't Make You Love Me,65,332960,False,0.588,0.149,7,-16.728,0,0.0319,0.846,9.65e-05,0.236,0.113,124.689,4,blues,TRCBJZD128F9302B2A
3044,3044,8578,6io0LJIP9ntX35hTfaxwQG,Eric Clapton,Slowhand 35th Anniversary (Super Deluxe),Lay Down Sally,62,236093,False,0.69,0.5,4,-16.145,0,0.0909,0.598,0.0288,0.11,0.586,191.539,4,blues,TREDHFN128F4263F07
3045,3045,8600,4nmne9J3YCEdhvjTzwiAgu,Santana,Ultimate Santana,Black Magic Woman,62,195866,False,0.497,0.552,9,-7.102,0,0.0307,0.679,0.0314,0.089,0.633,124.359,4,blues,TRLBWSI128F92DE6B9
3046,3046,8606,5HQEmiV2lKnSO6qa2fsR7x,10cc,The Original Soundtrack,I'm Not In Love,71,366640,False,0.404,0.523,4,-15.7,1,0.0575,0.685,0.000498,0.282,0.164,133.738,4,blues,TRGTXXQ128F92F7BA8
3047,3047,8607,1bp2IO61zbQrbWNmKKxg3f,Steve Miller Band,The Joker,The Joker,74,264503,False,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,4,blues,TRAPHVG128F14595A7
3056,3056,8616,5XNpdKmlLJPUbwKQceX2tW,Stevie Ray Vaughan,Couldn't Stand The Weather (Legacy Edition),Little Wing,61,408480,False,0.475,0.383,1,-14.202,1,0.0375,0.362,0.749,0.0728,0.524,114.709,4,blues,TRJSRUH128F92E5A6F
3057,3057,8621,6a79Oo6RXOx8AuD9eOlCTJ,Eric Clapton,Slowhand 35th Anniversary,Wonderful Tonight,48,225026,False,0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542,4,blues,TREBNEA128F4286897
3059,3059,8661,5u6y4u5EgDv0peILf60H5t,Santana,Abraxas,Oye Como Va,67,256933,False,0.736,0.379,7,-13.208,1,0.0539,0.301,0.345,0.104,0.948,128.399,4,blues,TRIYHNS12903CBB5C7
3061,3061,8662,3hSy2AUoElgIk6fjhYnRH3,Elvin Bishop,Sure Feels Good: The Best Of Elvin Bishop,Fooled Around And Fell In Love,57,276933,False,0.634,0.585,10,-13.112,1,0.0305,0.0729,0.0805,0.0953,0.61,113.463,3,blues,TRVILAN128F42B635B
3062,3062,8672,0wzRcekWyVCSyPtlPOeJau,Queens of the Stone Age,Songs For The Deaf,Go With The Flow,68,187146,False,0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,4,blues,TRDTVGI128E078EDBB
3066,3066,8712,4nXkbcTj3nyww1cHkw5RAP,The Doobie Brothers,The Captain and Me,Long Train Runnin',72,207266,False,0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399,4,blues,TREJLYT12903CE12F6
3070,3070,8713,3TETmhGNWOcquUTtcr6RIR,The Animals,The House of the Rising Sun: Best of The Animals,The House of the Rising Sun,58,269906,False,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,3,blues,TRWWELB12903CFA4CB
3079,3079,8718,6FRwDxXsvSasw0y2eDArsz,Cream,Disraeli Gears,Sunshine Of Your Love,60,250000,False,0.684,0.481,2,-12.59,1,0.0384,0.475,6.57e-05,0.118,0.784,115.078,4,blues,TRWOMMO128E07944B2
3106,3106,8775,0OBwxFLu6Yj61s2OagYbgY,ZZ Top,Eliminator,Gimme All Your Lovin',71,241080,False,0.63,0.788,5,-6.7,1,0.0298,0.00322,0.0237,0.0883,0.63,120.059,4,blues,TRXFOLO12903CB0D1A
3110,3110,8783,1ynmMEK1fkyiZ6Z6F3ThEt,The J. Geils Band,Freeze Frame,Centerfold,74,216533,False,0.653,0.677,0,-12.244,1,0.0396,0.249,0.0,0.403,0.888,114.37,4,blues,TRKVEMB128F1462404
3122,3122,8805,1LOZMYF5s8qhW7Rv4w2gun,10cc,Bloody Tourists,Dreadlock Holiday,69,267946,False,0.837,0.38,7,-13.341,0,0.064,0.541,0.00789,0.198,0.892,104.995,4,blues,TRBYBCO128F424E27B
3123,3123,8819,1aDNYyeU62BuQsBAY18i48,Rainbow,Rising,Stargazer,60,506160,False,0.166,0.948,11,-8.503,0,0.0631,0.00374,0.0131,0.769,0.476,177.495,4,blues,TRDJMSB128F4238348
3127,3127,8823,7ISL3LO8AWP3fKIXunvqTa,Wolfmother,Wolfmother,Joker And The Thief,68,280466,False,0.264,0.78,0,-2.741,1,0.0517,0.0452,0.0222,0.376,0.456,155.376,4,blues,TRUYHHZ128EF341D29
3136,3136,8827,2uLx3Gka9TGCz9Zgu7Uwav,Thin Lizzy;Derek Varnals,Shades Of A Blue Orphanage,Whiskey In The Jar,64,345186,False,0.557,0.693,7,-11.044,1,0.0445,0.531,0.00141,0.196,0.747,127.531,4,blues,TROQBEB128F4215092
3148,3148,8857,4qsAYBCJnu2OkTKUVbbOF1,Lynyrd Skynyrd,Pronounced 'Leh-'Nérd 'Skin-'Nérd (Expanded Edition),Free Bird,59,558933,False,0.279,0.852,7,-7.838,1,0.0511,0.0119,0.076,0.0624,0.438,117.418,4,blues,TRHWANA128F93173FC
3156,3156,8859,0YZ3J8xzGwLOg4yEgST1YK,Joe Cocker,With A Little Help From My Friends,With A Little Help From My Friends,67,312173,False,0.307,0.43,2,-11.333,1,0.0629,0.288,0.000994,0.0988,0.305,145.224,3,blues,TRZDIRH128E07923FB
3157,3157,8870,0HOrDVS349XFcpCYsO2hAP,Bachman-Turner Overdrive,Not Fragile,You Ain't Seen Nothing Yet,72,234866,False,0.475,0.439,11,-15.039,0,0.0427,0.000146,0.000277,0.223,0.76,118.392,4,blues,TRHFXJW128F429F21A
3169,3169,8898,4Z0MZsT09o9t6RdYa0pTNx,Memphis La Blusera,"Cosa de Hombres, Vol. 1",Se Necesita,34,422613,False,0.578,0.672,7,-6.975,1,0.0421,0.158,0.0,0.362,0.58,128.997,4,blues,TRLDZYN12903CB2819
3170,3170,8917,2YJgM8lj4u5YEZRSHSfL60,Derek & The Dominos,Layla And Other Assorted Love Songs (Remastered 2010),Bell Bottom Blues,59,301720,False,0.404,0.695,2,-6.162,1,0.034,0.587,0.0383,0.159,0.646,133.136,4,blues,TROULOF128F1477072
3188,3188,8933,0otlwsD3mSogk7VJCTp6Kg,Pete Townshend,Empty Glass,Let My Love Open The Door,65,164653,False,0.651,0.653,0,-9.731,1,0.0545,0.365,0.000117,0.0742,0.729,164.912,4,blues,TRFKYHS128F933ED6B
3192,3192,8950,5P1tKRDdj7gJEFuqtKYJPA,Alvin Lee,The Anthology,The Bluest Blues,40,446240,False,0.299,0.478,9,-6.205,0,0.0268,0.501,0.293,0.0781,0.239,149.748,4,blues,TRIKNIE128F42578A0
3196,3196,8952,4kyKnNbxFe86MMeV4xpDL8,B.B. King;Eric Clapton,B.B. King & Friends - 80,The Thrill Is Gone,51,301453,False,0.561,0.681,9,-7.633,0,0.0299,0.16,0.0132,0.106,0.62,87.262,4,blues,TRTBXAG128F1484C94
3197,3197,9345,3U8qMRVBBYTD46V9Y8d621,Elis Regina,Fiesta temática 70s,Como Nossos Pais,0,261600,False,0.491,0.498,2,-7.658,1,0.0821,0.3,0.0,0.0734,0.478,143.721,3,brazil,TRPINHQ12903CC0705
3213,3213,9531,295eqBE9p0h3OKbxN1RiE6,Renato Russo,Equilíbrio Distante,La Forza Della Vita,45,316813,False,0.391,0.625,4,-5.285,1,0.0306,0.312,0.0,0.117,0.443,78.49,4,brazil,TRDTTIE128F42AA6B1
3217,3217,9562,5toSzfFqh7gfTLGWW3Z8Zv,Rita Lee;Roberto De Carvalho,Rita Lee,Doce Vampiro,45,268960,False,0.626,0.493,2,-14.668,1,0.0454,0.366,0.000137,0.0873,0.831,135.481,4,brazil,TRNDCWQ128F931131D
3226,3226,9689,4jLVOcizOi34FZryboYa9R,Biquini Cavadão,Ao Vivo,Timidez,44,267733,False,0.442,0.885,4,-5.843,1,0.0816,0.081,0.0,0.774,0.268,129.421,4,brazil,TRLTOOL128F92CFC61
3242,3242,9902,1nS8PR4EyWI6rLiCfAGlT6,Legião Urbana,Mais Do Mesmo,Vento No Litoral,44,366373,False,0.55,0.214,0,-14.945,1,0.0308,0.662,0.000229,0.104,0.0752,120.407,4,brazil,TRLPMPI128F42ACB65
3251,3251,10350,2CH4mc6qWAI3ejAdqpON9B,Orbital,Orbital,Belfast,48,490680,False,0.523,0.706,0,-9.837,1,0.0465,0.000796,0.313,0.112,0.345,119.693,4,breakbeat,TREIQSH128F4270A96
